index,true_category,tfidf_pred,linguistic_pred,bert_pred,tfidf_correct,linguistic_correct,bert_correct,all_three_agree,all_correct,all_wrong,text_length,text_preview,hybrid_type
250,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,2733,it was an election that was fought on the global stage with sporadic commentary from donald trump but in the end it was domestic issues that drove greenlanders to the polls to vote overwhelmingly for ...,disagree_mixed
251,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,4051,as journalists filtered out of the presidential administration in central kyiv on wednesday afternoon after a 30minute press conference with president volodymyr zelenskyy the general consensus was tha...,disagree_mixed
253,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,6053,the united states has resumed placing immigrant families in detention reembracing harrowing operations where scenes unfold such as toddlers learning to walk under the supervision of private prison cor...,disagree_mixed
255,Analytical,Feature,News,Feature,False,False,False,False,False,True,5523,since 2021 spotify has published its loud clear report corralling data points to show how much money is being earned by artists on the streaming service there is much talk of transparency perhaps the ...,all_wrong
256,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,6329,the renowned german classical violinist christian tetzlaff was blunt in explaining why he and his quartet have cancelled a summer tour of the us there seems to be a quietness or denial about whats goi...,disagree_mixed
257,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,4744,afterwards they carried on running they had run for two hours run themselves into the ground run themselves delirious but at the moment of triumph the players of paris saintgermain somehow managed to ...,disagree_mixed
258,Analytical,Analytical,Feature,Analytical,True,False,True,False,False,False,9435,a core strength of ineos is direct accountability matrix structures are by definition amorphous confusing and create places for people to hide hmm that does sound bad sir jim talk me through it one mo...,disagree_mixed
259,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,3997,suddenly the ball is in russias court the flow of us intelligence and military aid to ukraine is to resume and the kremlin is being asked to agree to a 30day ceasefire that kyiv has already told the a...,disagree_mixed
260,Analytical,Analytical,Analytical,News,True,True,False,False,False,False,4487,ukraines decision to launch a drone attack into russia as the next phase of peace negotiations involving delegations from washington and kyiv began is a clear demonstration that its military capacity ...,disagree_mixed
261,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,5239,st patricks day has long been one of the sacred moments of the irishamerican calendar with more than 200 years of parades in new york and a shamrock reception at the white house launched by dwight eis...,disagree_mixed
263,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,3687,when mark carney becomes canadas prime minister later this week a list of simmering crises across the country will demand his attention housing is unaffordable healthcare is breaking living costs keep...,disagree_mixed
266,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,4201,on the face of it the clash at the top of nigel farages reform uk is a battle of egos when rupert lowe the mp touted by elon musk as a potential reform leader had the temerity to criticise farage in a...,disagree_mixed
269,Analytical,News,Feature,Feature,False,False,False,False,False,True,5743,it has become a familiar routine for the palm beach county sheriff ric bradshaw and his deputies almost every tuesday in recent weeks the federal aviation administration has posted to its website a fo...,all_wrong
271,Analytical,News,Feature,Feature,False,False,False,False,False,True,5676,there was an audible gasp in the room at the council on foreign relations as keith kellogg the white houses special envoy for ukraine and russia characterised the us decision to cut off intelligence s...,all_wrong
273,Analytical,Editorial,Analytical,Analytical,False,True,True,False,False,False,4411,on 9 march 2020 martin landray was studying the likely impact of covid19 as it started to sweep britain what was needed he realised was a method for pinpointing cheap effective drugs that might limit ...,disagree_mixed
274,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,5107,for this weekend at least dublin has a french quarter by the time the final whistle went at the aviva stadium the thousands of french fans inside outside and all around the ground were cheering scream...,disagree_mixed
275,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,5775,donald trump declared there to be no room left for a deal with canada and mexico this week launching a trade war against his nations closest allies that he presented as an effort to protect americas s...,disagree_mixed
277,Analytical,Feature,Feature,Analytical,False,False,True,False,False,False,7384,youre asking for specialists throughout the team gary neville said recently of the wingback system which presumably came as news to daniel muoz who before becoming one of the premier leagues leading w...,disagree_mixed
